기업명,기업구분,모집분야,모집인원,고용형태,직급/직책,급여,근무시간,근무지주소,경력,학력,우대조건,스킬,핵심역량,기업URL,domain_id,domain_name,_matched_master_skills
엠비씨(MBC)아카데미 컴퓨터교육센터,,모집분야 영상/프리미어/애프터이펙트/프론트엔드/파이썬,○명,"프리랜서 | (협의, 정규직 전환 가능)",면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:10 ~ 18:10 | 저녁수업가능,"서울 관악구 신림로 340 (신림동, 르네상스복합쇼핑몰) 6층 | 지도보기",(5년이상),학력무관,관련 자격증 보유자,"CSS3, HTML, Javascript, React, Vue.js, 애프터이펙트, 프리미어, Ai",,https://www.jobkorea.co.kr/Recruit/GI_Read/48643523?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"HTML, JavaScript, React, Vue.js"
엠비씨 아카데미 컴퓨터 국비지원교육센터,,"모집분야 웹퍼블시셔, 파이썬, 영상,",○명,프리랜서 | (협의),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:10 ~ 18:10 | 저녁수업 가능,"서울 관악구 신림로 340 (신림동, 르네상스복합쇼핑몰) 르네상스종합쇼핑몰 6층 엠비씨아카데미교육센터 | 지도보기",(5년이상),학력무관,,"CSS, HTML, Javascript, Python, React, Vue.js, Illustrator, Photoshop, 애프터이펙트, 프리미어",,https://www.jobkorea.co.kr/Recruit/GI_Read/48642988?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"CSS, HTML, JavaScript, Python, React, Vue.js"
㈜코리아정보보안아이티아카데미신촌,,모집분야 프로그래밍 강사,○명,"정규직 | , | 계약직 | (협의) | 프리랜서",,회사 내규에 따름,협의가능 | 탄력근무제,"서울 마포구 서강로 136 (노고산동, 아이비타워) 2층,3층 | 지도보기",신입,학력무관,,"Android, C, C++, JAVA, JSP, Python",,https://www.jobkorea.co.kr/Recruit/GI_Read/48638726?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Android, C, C/C++, Java, JSP, Python"
스피커블,,모집분야 마케터,1명,정규직 | (수습 3개월),,월급 300~400만원 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,서울 강동구 성내동 77-21 드림피스 2층 | 지도보기,(2년이상),대졸이상,,Google Analytics,,https://www.jobkorea.co.kr/Recruit/GI_Read/48637778?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Google Analytics
㈜코드랩이앤티,,"모집분야 디지털트윈, 유니티, 스마트시티",2명,"계약직 | (협의, 정규직 전환 가능)",면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,서울 금천구 가산디지털2로 144 (가산동) 현대테라타워 가산DK 20층 | 지도보기,(2년이상),대졸이상,,"C#, Unity, PLC, 프로그래밍, 스마트시티","계획성, | 성실성, | 창의성, | 성취지향성, | 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/48634418?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,C#
㈜코드랩이앤티,,모집분야 UIUX웹디자인 / UX개발기획 UI기획,2명,"정규직 | (수습 3개월) | , | 계약직 | (정규직 전환 가능)",면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,서울 금천구 가산디지털2로 144 (가산동) 현대테라타워 가산DK 20층 | 지도보기,(2년이상),대졸이상,,"CSS3, HTML5, Javascript, Node.js, ReactJS, Figma, Java Swing",,https://www.jobkorea.co.kr/Recruit/GI_Read/48634372?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"JavaScript, Node.js, React"
㈜이젠,,모집분야 웹 디자인,1명,정규직 | (수습 3개월),사원급 | 팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"광주 북구 동문대로 50 (두암동, 동강대학,동신중.고,동신여중.고등학교) 산학협력관 403호 | 지도보기",경력무관,학력무관,"인근거주자, 컴퓨터활용능력 우수자, 차량소지자, 유관업무 경험자(인턴·알바), 포토샵 능숙자, 관련 자격증 보유자 | 웹디자인기능사, 웹디자인개발기능사, GTQ 1급 | 디자인계열","CSS, HTML, Javascript, Figma, Illustrator, Photoshop","성실성, | 꼼꼼함, | 적응성, | 창의성, | 메타인지, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48633777?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"CSS, HTML, JavaScript"
㈜그린컴퓨터아카데미광주학원,,모집분야 컴퓨터학원 강의,○명,"정규직 | (협의) | , | 프리랜서 | (협의, 정규직 전환 가능)",,회사 내규에 따름 (면접 후 결정),주5일(월~금),광주 서구 상무중앙로 44 (치평동) 오션3빌딩 5층 | 지도보기,경력무관,고졸이상 | (졸업예정자 가능),"인근거주자, 유관업무 경력자","CSS3, HTML, Javascript, Blender, Illustrator, InDesign, Photoshop, 애프터이펙트, 프리미어, GTQ 자격",,https://www.jobkorea.co.kr/Recruit/GI_Read/48631798?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"HTML, JavaScript"
㈜아이스크림키즈,,모집분야 시니어 개발자,1명,정규직 | (수습 3개월),과장~차장급,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 8시출근부터 10시출근까지 30분단위로 선택 가능,"경기 성남시 분당구 대왕판교로 660 (삼평동, 유스페이스1) B동 604호 | 지도보기",(7년이상),초대졸이상,,"AWS, Docker, Git, JAVA, JPA, Jquery, Kotlin, MySQL, Spring Framework, Amazon Aurora","계획성, | 성실성, | 꼼꼼함, | 창의성, | 협동심, | 성장지향성",https://www.jobkorea.co.kr/Recruit/GI_Read/48629855?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Docker, Git, Java, JPA, jQuery, Kotlin, MySQL, Spring"
로보티즈키즈랩노원학원,,모집분야 로봇/코딩학원 강사 채용,1명,프리랜서,면접 후 결정,회사 내규에 따름 (면접 후 결정),협의가능,"서울 노원구 중계로 225 (중계동, 청구3차아파트) 청구상가307호 | 지도보기",경력무관,초대졸이상 | (졸업예정자 가능),"컴퓨터활용능력 우수자, 장기근무 가능자","파이썬, 엔트리, 스크래치, 코딩, 캡컷, 학원강사, 로봇코딩, 코딩학원, 팅커캐드","성실성, | 창의성, | 성장지향성, | 성취지향성, | 꼼꼼함, | 윤리의식",https://www.jobkorea.co.kr/Recruit/GI_Read/48629208?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Python
㈜나눔디지털디자인학원,,모집분야 정보처리 직훈 강사 모집,1명,"계약직 | , | 프리랜서 | 아르바이트",,회사 내규에 따름,주5일(월~금) | 09:00 ~ 18:00,"서울 구로구 디지털로26길 5 (구로동, 에이스하이엔드타워1차) 402-1호 | 지도보기",(5년이상),대졸이상,"인근거주자, 야간근무 가능자, 관련 학과 전공자, 관련 자격증 보유자, 즉시출근 가능자 | 정보처리기사","AWS, C, Git, HTML5, JAVA, Javascript","성실성, | 꼼꼼함, | 윤리의식, | 창의성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48624759?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, C, Git, Java, JavaScript"
㈜하이미디어컴퓨터학원,,모집분야 훈련강사,○명,"계약직 | (협의) | , | 프리랜서",사원급,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"경기 성남시 중원구 성남대로 1133 (성남동, 성남 메트로칸) 메트로칸5층 | 지도보기",경력무관,학력무관,"인근거주자, 컴퓨터활용능력 우수자, 엑셀 고급능력 보유자, 문서작성 우수자, 관련 자격증 보유자, 유관업무 경력자(5년), 장기근무 가능자 | 정보처리산업기사, 정보처리기사, 빅데이터분석기사 | 정보통신공학과, 컴퓨터공학과, 응용소프트웨어공학과","API, Docker, Git, Hadoop, JAVA, MySQL, Python, SQL, RPA, LowCode",,https://www.jobkorea.co.kr/Recruit/GI_Read/48624301?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"API, Docker, Git, Java, MySQL, Python, SQL"
이젠아카데미컴퓨터학원,,모집분야 구글애널리틱스GA & 온라인 마케팅 광고분석,○명,계약직,,회사 내규에 따름 (면접 후 결정),토요일 10:00 ~ 17:00 | 10:00 ~ 17:00,"서울 종로구 우정국로2길 37 (관철동, 청문학원) 5,6층 이젠아카데미 | 지도보기",신입·경력,초대졸이상,,"Google Analytics, 마케팅, 광고 분석",,https://www.jobkorea.co.kr/Recruit/GI_Read/48622856?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Google Analytics
㈜로보로보,,모집분야 로보로보 학원 콘텐츠 및 교재 개발자 모집,2명,"계약직 | (근무기간 3개월, 정규직 전환 가능) | , | 인턴",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,서울 강북구 미아동 197-16 로보로보 빌딩 | 지도보기,(1년이상),초대졸이상,,"Python, Entry, Scratch",,https://www.jobkorea.co.kr/Recruit/GI_Read/48622382?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Python
㈜민병철교육그룹,,모집분야 마케팅 총괄 매니저,1명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,"서울 서초구 서초대로 398 (서초동, BNK디지털타워) 4-7층 | 지도보기",(10년이상),대졸이상 | (졸업예정자 가능),"영어가능자, 일본어가능자, 중국어가능자, 컴퓨터활용능력 우수자, 영어능통자(원어민수준), 유관업무 경험자(인턴·알바), 관련 자격증 보유자, 우수사원 수상자, 유관업무 경력자(1년), 즉시출근 가능자","Google Analytics, 컴퓨터활용능력, Ai","계획성, | 성취지향성, | 꼼꼼함, | 적응성, | 협동심, | 성장지향성, | 성실성",https://www.jobkorea.co.kr/Recruit/GI_Read/48622278?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Google Analytics
㈜에스씨에이아카데미 안산,,모집분야 웹프로그래밍 강사,1명,"정규직 | (수습 3개월) | , | 계약직 | (근무기간 1년, 정규직 전환 가능) | 프리랜서",사원급 | 팀원,회사 내규에 따름,주5일(월~금) | 09:00 ~ 18:00,경기 안산시 단원구 중앙대로 929 (고잔동) 3층 | 지도보기,경력무관,학력무관,,"HTML, JAVA, Python, Figma, UI, UX, C언어",,https://www.jobkorea.co.kr/Recruit/GI_Read/48622081?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"HTML, Java, Python"
헤스티아 EC 컨설팅,,모집분야 미국/영국 중심 해외대입 컨설턴트,○명,"정규직 | (수습 3개월) | , | 계약직 | (근무기간 6개월, 정규직 전환 가능)",면접 후 결정,"연봉 5,000만원 이상",주5일(월~금) | 10:00 ~ 19:00 | 탄력근무제,"서울 강남구 강남대로84길 8 (역삼동, 우인빌딩) 6층 일부 | 지도보기",신입·경력 | (3년이상),대졸이상,"영어가능자, 영어능통자(원어민수준), 통계분석·리서치 능숙자, 프리젠테이션 능력우수자, 유관업무 경험자(인턴·알바), 엑셀 고급능력 보유자, 문서작성 우수자, 유관업무 경력자(3년)","Excel, PowerPoint, Slack, Canva","계획성, | 성실성, | 꼼꼼함, | 협동심, | 메타인지",https://www.jobkorea.co.kr/Recruit/GI_Read/48619094?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,CAN
㈜이젠아카데미,,모집분야 직업훈련교사,○○명,"계약직 | (근무기간 6개월, 정규직 전환 가능)",면접 후 결정,회사 내규에 따름 (면접 후 결정),"주5일(월~금) | 09:00 ~ 18:40 | 주말(토요반, 일요반) 반 10시~17시",서울 종로구 종로2가 75-9 미려빌딩 | 지도보기,(3년이상),초대졸이상,"유관업무 경험자(인턴·알바), 관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자(3년)","Google Analytics, 온라인마케팅, 해외구매대행","계획성, | 윤리의식, | 자존감, | 성장지향성, | 성실성",https://www.jobkorea.co.kr/Recruit/GI_Read/48619048?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Google Analytics
㈜잇올,,모집분야 백엔드 AI/LLM,○○명,정규직 | (수습 3개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 서초구 사임당로 143 (서초동, Cross143) 5층 (주) 잇올 | 지도보기",(6년이상),학력무관,유관업무 경력자,"AWS, Node.js, Python, FastAPI, NestJS, monorepo",,https://www.jobkorea.co.kr/Recruit/GI_Read/48617249?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Node.js, Python, FastAPI, NestJS"
㈜이젠,,모집분야 JAVA/JSP 웹프로그래밍,1명,정규직 | (수습 3개월),사원급 | 팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"광주 북구 동문대로 50 (두암동, 동강대학,동신중.고,동신여중.고등학교) 산학협력관 403호 | 지도보기",경력무관,학력무관,"관련 자격증 보유자, 유관업무 경력자(1년) | 정보처리기사, 정보처리산업기사, SQL 개발자","Git, JAVA, JSP, MySQL, 전자정부표준프레임워크","꼼꼼함, | 협동심, | 메타인지, | 계획성, | 성실성",https://www.jobkorea.co.kr/Recruit/GI_Read/48615776?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Git, Java, JSP, MySQL"
더조은컴퓨터아카데미 종로,,모집분야 웹퍼블리셔 강사,1명,계약직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:20,"서울 종로구 우정국로2길 21 (관철동, 대왕빌딩) 9층 | 지도보기",,학력무관,,"CSS3, Eclipse, Google Analytics, HTML5, Javascript, Jquery, MySQL, Figma, UI, UX 디자인 기획, UI, UX 구현",,https://www.jobkorea.co.kr/Recruit/GI_Read/48615606?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Google Analytics, JavaScript, jQuery, MySQL"
건준컴퓨터학원,,모집분야 컴퓨터학원강사,1명,정규직 | (수습 2개월),사원급,"시급 20,000원 (면접 후 결정)",주5일(월~금) | 10:30 ~ 15:30 | 월~금 10:30-15:30 12:30-1:30점심시간,경기 파주시 야당동 1006-8 한솔프라자 502호 | 지도보기,(5년이상),초대졸이상,,"JAVA, Python, OA, 컴퓨터활용능력, 포토샵, 일러스트, ITQ, GTQ, C언어",,https://www.jobkorea.co.kr/Recruit/GI_Read/48613521?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Java, Python"
아너스리그,,모집분야 학원 운영 매니저,○○명,정규직 | (수습 3개월),,월급 230~260만원 (면접 후 결정),주5일(월~금) | 13:30 ~ 21:00 | 휴식 시간 30분 제공,"경기 용인시 수지구 만현로 82-4 (상현동, 헤르메스상가) 5층 아너스리그 어학원 | 지도보기",경력무관,학력무관,"영어가능자, 인근거주자, 컴퓨터활용능력 우수자, 문서작성 우수자, 리더쉽 소유자","Figma, Adobe Software, Canva",,https://www.jobkorea.co.kr/Recruit/GI_Read/48612149?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,CAN
스타트업코드,,"모집분야 IT 강사 채용 - 클라우드, 인공지능 강사",○명,프리랜서 | (협의),면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교) 삼의원센터 | 지도보기",경력무관,학력무관,"유관업무 경력자, 대기업 근무 경험자","AWS, Docker, kubernetes, Python, FastAPI, CI, CD, 머신러닝, 딥러닝","성실성, | 꼼꼼함, | 협동심, | 성장지향성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48611068?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Docker, Kubernetes, Python, FastAPI"
랑스㈜,,모집분야 랑스 주식회사 마케팅팀 영어권 담당자,○명,"정규직 | (수습 3개월) | , | 계약직 | (정규직 전환 가능)",면접 후 결정 | 팀원,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,"부산 해운대구 좌동로 67 (중동, 영은빌딩) 2층 랑스(주) | 지도보기",경력무관,초대졸이상 | (졸업예정자 가능),,"Google Analytics, BX, CS, CX, Spreadsheets, 데이터마이닝",,https://www.jobkorea.co.kr/Recruit/GI_Read/48609981?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Google Analytics
하이미디어아카데미,,모집분야 클라우드 / DevOps / 인프라 구축 강사,○명,계약직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30,"서울 종로구 인사동길 12 (인사동, 대일빌딩) 7층 | 지도보기",(2년이상),학력무관,"관련 학과 전공자, 유관업무 경력자(1년), 관련자격증보유자(AWS, 정보처리기사등)","AWS, Docker, kubernetes, Python, SQL, Linux, VMware, CI, CD",,https://www.jobkorea.co.kr/Recruit/GI_Read/48607623?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Docker, Kubernetes, Python, SQL, Linux, VMware"
이젠아카데미컴퓨터학원,,"모집분야 UIUX디자인, 프론트엔드, 피그마, 리액트",○명,"계약직 | (협의) | , | 프리랜서",,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:20 ~ 19:00,"서울 종로구 우정국로2길 37 (관철동, 청문학원) 이젠아카데미 DX교육센터 5층, 6층 | 지도보기",신입·경력,초대졸이상,,"CSS, HTML, ReactJS, Figma, ChatGPT, UXUI",,https://www.jobkorea.co.kr/Recruit/GI_Read/48602334?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"CSS, HTML, React"
㈜이젠아카데미,,모집분야 UX/UI웹디자인 및 프론트엔드 개발교육 강사,○명,"정규직 | (협의) | , | 계약직 | 프리랜서",면접 후 결정,월급 500~650만원 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30 | 탄력근무제,서울 종로구 우정국로2길 37 (관철동) 5층 이젠아카데미 DX교육센터 | 지도보기,,초대졸이상,"디자인계열, 컴퓨터공학부(소프트웨어전공)","API, CSS3, Git, HTML5, Javascript, MongoDB, Node.js, React, TypeScript, React Native","성실성, | 성장지향성, | 윤리의식, | 창의성, | 협동심, | 메타인지, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48602113?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"API, Git, JavaScript, MongoDB, Node.js, React, TypeScript, React Native"
㈜시대고시기획시대교육,,"모집분야 웹디자인 프로모션, 상품페이지 디자인",○명,정규직 | (수습 1개월),"사원급, 주임~대리급, 과장~차장급 | 팀원",회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00 | 탄력근무제,"서울 마포구 큰우물로 75 (도화동, 성지빌딩) 9층 | 지도보기",신입·경력 | (1년이상),초대졸이상,"유관업무 경험자(인턴·알바), 문서작성 우수자, 유관업무 경력자","HTML, Photoshop","계획성, | 창의성, | 협동심, | 성장지향성, | 성실성, | 꼼꼼함, | 자존감, | 적응성",https://www.jobkorea.co.kr/Recruit/GI_Read/48601229?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,HTML
하이미디어아카데미,,모집분야 자바 국비강사,○명,"계약직 | (협의) | , | 프리랜서",면접 후 결정,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:30 | 강의시간 협의를 근무시간 조정,"서울 서대문구 연세로 8-1 (창천동, VERTIGO) 7층 | 지도보기",(5년이상),초대졸이상,"관련 자격증 보유자, 유관업무 경력자(5년), 장기근무 가능자 | 정보처리기사, 정보처리산업기사","JAVA, Spring Boot, LLMOps",,https://www.jobkorea.co.kr/Recruit/GI_Read/48599316?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Java, Spring Boot"
프뢰벨행복나누기㈜,,모집분야 온라인 마케터,○명,정규직,면접 후 결정,"월급 4,000~5,000만원 (면접 후 결정)",주5일(월~금) | 09:00 ~ 18:00,서울 송파구 백제고분로27길 15-8 (삼전동) 3층 | 지도보기,(3년이상),대졸이상 | (졸업예정자 가능),"유관업무 경험자(인턴·알바), 관련 학과 전공자, 유관업무 경력자, 교육업계 경력자","Excel, PowerPoint, 애프터이펙트, capcut, Canva","계획성, | 성실성, | 창의성, | 협동심, | 성취지향성, | 꼼꼼함",https://www.jobkorea.co.kr/Recruit/GI_Read/48597500?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,CAN
더조은컴퓨터아카데미 종로,,모집분야 프론트엔드 강사,1명,계약직,,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:30 ~ 18:20,"서울 종로구 우정국로2길 21 (관철동, 대왕빌딩) 9층 | 지도보기",,학력무관,,"CSS3, Eclipse, Google Analytics, HTML5, Javascript, Jquery, MySQL, Figma, Illustrator, Photoshop",,https://www.jobkorea.co.kr/Recruit/GI_Read/48596950?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Google Analytics, JavaScript, jQuery, MySQL"
㈜에스씨에이 아카데미 구월,,모집분야 교육부,○명,프리랜서 | (협의),,회사 내규에 따름,"월-목,금 | 09:00 ~ 11:00, 11:00 ~ 13:00, 14:00 ~ 16:00","인천 남동구 인주대로 582 (구월동, 신현프라자) 3층 sbs아카데미 컴퓨터아트 학원 | 지도보기",경력무관,학력무관,"컴퓨터활용능력 우수자, 통계분석·리서치 능숙자, 유관업무 경험자(인턴·알바), CAD/CAM 프로그램 능숙자, 문서작성 우수자, 포토샵 능숙자, 관련 자격증 보유자, 리더쉽 소유자, 즉시출근 가능자, 장기근무 가능자","JAVA, React, Illustrator, Photoshop, CS, TAT","성실성, | 꼼꼼함, | 성장지향성, | 스트레스관리, | 윤리의식, | 적응성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48594996?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Java, React"
연세IT미래교육원,,모집분야 쿠버네티스 시간강사,○명,프리랜서 | (협의),사원급 | 팀원,회사 내규에 따름 (면접 후 결정),"협의가능(월~금) | 09:00 ~ 18:00 | 시간 조정 가능, 재택 강의 가능(비대면 실시간)","경기 수원시 장안구 정조로 940-1 (영화동, 연세교육빌딩) | 지도보기",(2년이상),학력무관,"NCS 확인강사, 직업훈련교사 자격 또는 관련 자격증 보유자, KDT 강의 경험자","모의해킹, 쿠버네티스, 파이썬, Python, 아마존 웹서비스, AWS, 클라우드, Cloud, 윈도우 서버, 리눅스 서버, 실무 프로젝트, 방화벽(IDS, IPS), SNORT, 스플렁크, 도커, Docker, 교사, 시간강사, 교강사, 강의, 직업훈련",,https://www.jobkorea.co.kr/Recruit/GI_Read/48592132?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Python, AWS, Docker"
㈜웅진씽크빅,,모집분야 QA 프리랜서,1명,프리랜서,,회사 내규에 따름 (면접 후 결정),주5일(월~금),"서울 중구 청계천로 24 (다동, 케이스퀘어시티) 5층 | 지도보기",(2년이상),학력무관,유관업무 경험자(인턴·알바),"Android, iOS, Jira, UI","계획성, | 꼼꼼함, | 적응성, | 창의성, | 자존감",https://www.jobkorea.co.kr/Recruit/GI_Read/48589638?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"Android, iOS"
㈜하이미디어컴퓨터학원,,모집분야 개발자,○명,연수생/교육생 | (교육기간 6개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"경기 성남시 중원구 성남대로 1133 (성남동, 성남 메트로칸) 메트로칸5층 | 지도보기",신입,학력무관,,"API, AWS, JAVA, JPA, MyBatis, Python, Spring Boot, RPA, ChatGPT",,https://www.jobkorea.co.kr/Recruit/GI_Read/48582091?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"API, AWS, Java, JPA, MyBatis, Python, Spring Boot"
강남 그린컴퓨터아카데미,,모집분야 훈련교사,00명,"정규직 | , | 계약직 | 프리랜서",,회사 내규에 따름 (면접 후 결정),"협의가능 | 19:00 ~ 22:00, 09:30 ~ 18:30",서울 강남구 테헤란로5길 24 (역삼동) 장연빌딩 3~7층 | 지도보기,경력무관,학력무관,"유관업무 경험자(인턴·알바), 유관업무 경력자, 즉시출근 가능자, 장기근무 가능자","AWS, Docker, 네트워크",,https://www.jobkorea.co.kr/Recruit/GI_Read/48582600?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, Docker"
㈜하이미디어컴퓨터학원,,모집분야 개발자,○명,연수생/교육생 | (교육기간 6개월),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,"경기 성남시 중원구 성남대로 1133 (성남동, 성남 메트로칸) 메트로칸5층 | 지도보기",신입,학력무관,,"API, AWS, JAVA, JPA, MyBatis, Python, Spring Boot, RPA, ChatGPT",,https://www.jobkorea.co.kr/Recruit/GI_Read/48565868?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"API, AWS, Java, JPA, MyBatis, Python, Spring Boot"
버울,,모집분야 카페24,○명,프리랜서 | (협의),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,서울 강서구 곰달래로31길 6 (화곡동) | 지도보기,경력무관,학력무관,,"FLEX, HTML, Figma",,https://www.jobkorea.co.kr/Recruit/GI_Read/48578971?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,HTML
버울,,모집분야 아임웹,○명,프리랜서 | (협의),,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 09:00 ~ 18:00,서울 강서구 곰달래로31길 6 (화곡동) | 지도보기,경력무관,학력무관,,"HTML, Figma",,https://www.jobkorea.co.kr/Recruit/GI_Read/48578864?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,HTML
㈜메가커리어랩,,"모집분야 파이썬, 빅데이터, 학원강의",○명,계약직 | (근무기간 1년),면접 후 결정,회사 내규에 따름,"주말근무(토,일) | 14:00 ~ 18:00","서울 강남구 강남대로94길 13 (역삼동) 전층, 메가스터디 it 아카데미 | 지도보기",,대졸이상,,"Python, 데이터시각화",,https://www.jobkorea.co.kr/Recruit/GI_Read/48576039?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,Python
㈜하이미디어멀티캠퍼스,,모집분야 하이미디어컴퓨터학원 구로캠퍼스-전과정 강사모집,○○명,"정규직 | , | 계약직 | (협의, 정규직 전환 가능)",면접 후 결정,회사 내규에 따름 (면접 후 결정),주중/주말 | 주중낮-09:30~18:30/ 저녁-19:00~22:00 / 주말-10:00~18:00,서울 구로구 구로동 606-4 삼영빌딩 4층 | 지도보기,(3년이상),초대졸이상,"관련 학과 전공자, 관련 자격증 보유자, 유관업무 경력자(3년)","HTML, 풀스택, 프리미어, 세무회계 자격, 컴퓨터활용능력, Ai, 전산세무",,https://www.jobkorea.co.kr/Recruit/GI_Read/48574665?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,HTML
로기카데미아유한회사,,모집분야 백엔드 개발자,1명,"계약직 | (근무기간 6개월, 정규직 전환 가능)",사원급,회사 내규에 따름 (면접 후 결정),주5일(월~금) | 10:00 ~ 19:00 | 탄력근무제,서울 관악구 남부순환로 1956 (봉천동) 2층 | 지도보기,신입,학력무관,,"AWS, MySQL, Node.js, PostgreSQL, RestAPI","성실성, | 성취지향성, | 스트레스관리, | 적응성, | 계획성",https://www.jobkorea.co.kr/Recruit/GI_Read/48574318?rPageCode=SL&logpath=21&sn=6&sc=611,10011,교육업,"AWS, MySQL, Node.js, PostgreSQL"
